CollectionType,Version,RuleID,Severity,ErrorMessage,SeverityFIS
ILR1819,2,FD_GivenNames_AL,E,The length of the value returned for GivenNames is not between 1 and 100 characters,E
ILR1819,2,FD_Ethnicity_AL,E,The length of the value returned for Ethnicity is not between 1 and 2 characters,E
ILR1819,2,FD_Sex_AL,E,The value returned for Sex is not 1 character long,E
ILR1819,2,FD_LLDDHealthProb_AL,E,The value returned for LLDDHealthProb is not 1 character long,E
ILR1819,2,FD_NINumber_AL,E,The length of the value returned for NINumber is not between 1 and 9 characters,E
ILR1819,2,FD_PriorAttain_AL,E,The length of the value returned for PriorAttain is not between 1 and 2 characters,E
ILR1819,2,FD_Accom_AL,E,The value returned for Accom is not 1 character long,E
ILR1819,2,FD_ALSCost_AL,E,The length of the value returned for ALSCost is not between 1 and 6 characters,E
ILR1819,2,FD_PlanLearnHours_AL,E,The length of the value returned for PlanLearnHours is not between 1 and 4 characters,E
ILR1819,2,FD_PlanEEPHours_AL,E,The length of the value returned for PlanEEPHours is not between 1 and 4 characters,E
ILR1819,2,FD_MathGrade_AL,E,The length of the value returned for MathGrade is not between 1 and 4 characters,E
ILR1819,2,FD_EngGrade_AL,E,The length of the value returned for EngGrade is not between 1 and 4 characters,E
ILR1819,2,FD_PostcodePrior_AL,E,The length of the value returned for PostcodePrior is not between 1 and 8 characters,E
ILR1819,2,FD_Postcode_AL,E,The length of the value returned for Postcode is not between 1 and 8 characters,E
ILR1819,2,FD_AddLine1_AL,E,The length of the value returned for AddLine1 is not between 1 and 50 characters,E
ILR1819,2,FD_AddLine2_AL,E,The length of the value returned for AddLine2 is not between 1 and 50 characters,E
ILR1819,2,FD_AddLine3_AL,E,The length of the value returned for AddLine3 is not between 1 and 50 characters,E
ILR1819,2,FD_AddLine4_AL,E,The length of the value returned for AddLine4 is not between 1 and 50 characters,E
ILR1819,2,FD_TelNo_AL,E,The length of the value returned for TelNo is not between 1 and 18 characters,E
ILR1819,2,FD_Email_AL,E,The length of the value returned for Email is not between 1 and 100 characters,E
ILR1819,2,FD_PrevUKPRN_AR,E,The PrevUKPRN is out of range,E
ILR1819,2,FD_PMUKPRN_AR,E,The PMUKPRN is out of range,E
ILR1819,2,FD_ULN_AR,E,The ULN is out of range,E
ILR1819,2,FD_ALSCost_AR,E,The ALSCost is out of range,E
ILR1819,2,FD_PlanLearnHours_AR,E,The PlanLearnHours is out of range,E
ILR1819,2,FD_PlanEEPHours_AR,E,The PlanEEPHours is out of range,E
ILR1819,2,FD_ContPrefType_MA,E,The ContPrefType has not been returned,E
ILR1819,2,FD_ContPrefCode_MA,E,The ContPrefCode has not been returned,E
ILR1819,2,FD_ContPrefType_AL,E,The length of the value returned for ContPrefType is not between 1 and 3 characters,E
ILR1819,2,FD_ContPrefCode_AL,E,The value returned for ContPrefCode is not 1 character long,E
ILR1819,2,FD_ContactPreference_EO,E,The ContactPreference has occurred more than allowed,E
ILR1819,2,FD_LLDDCat_MA,E,The LLDDCat has not been returned,E
ILR1819,2,FD_LLDDCat_AL,E,The length of the value returned for LLDDCat is not between 1 and 2 characters,E
ILR1819,2,FD_PrimaryLLDD_AL,E,The value returned for PrimaryLLDD is not 1 character long,E
ILR1819,2,FD_LLDDandHealthProblem_EO,E,The LLDDandHealthProblem has occurred more than allowed,E
ILR1819,2,FD_LearnFAMType_MA,E,The LearnFAMType has not been returned,E
ILR1819,2,FD_LearnFAMCode_MA,E,The LearnFAMCode has not been returned,E
ILR1819,2,FD_LearnFAMType_AL,E,The length of the value returned for LearnFAMType is not between 1 and 3 characters,E
ILR1819,2,FD_LearnFAMCode_AL,E,The length of the value returned for LearnFAMCode is not between 1 and 3 characters,E
ILR1819,2,FD_LearnerFAM_EO,E,The LearnerFAM has occurred more than allowed,E
ILR1819,2,FD_ProvSpecLearnMonOccur_MA,E,The ProvSpecLearnMonOccur has not been returned,E
ILR1819,2,FD_ProvSpecLearnMon_MA,E,The ProvSpecLearnMon has not been returned,E
ILR1819,2,FD_ProvSpecLearnMonOccur_AL,E,The value returned for ProvSpecLearnMonOccur is not 1 character long,E
ILR1819,2,FD_ProvSpecLearnMon_AL,E,The length of the value returned for ProvSpecLearnMon is not between 1 and 20 characters,E
ILR1819,2,FD_ProviderSpecLearnerMonitoring_EO,E,The ProviderSpecLearnerMonitoring has occurred more than allowed,E
ILR1819,2,FD_EmpStat_MA,E,The EmpStat has not been returned,E
ILR1819,2,FD_DateEmpStatApp_MA,E,The DateEmpStatApp has not been returned,E
ILR1819,2,FD_EmpStat_AL,E,The length of the value returned for EmpStat is not between 1 and 2 characters,E
ILR1819,2,FD_EmpId_AL,E,The length of the value returned for EmpId is not between 1 and 9 characters,E
ILR1819,2,FD_ESMType_MA,E,The ESMType has not been returned,E
ILR1819,2,FD_ESMCode_MA,E,The ESMCode has not been returned,E
ILR1819,2,FD_ESMType_AL,E,The length of the value returned for ESMType is not between 1 and 3 characters,E
ILR1819,2,FD_ESMCode_AL,E,The length of the value returned for ESMCode is not between 1 and 2 characters,E
ILR1819,2,FD_EmploymentStatusMonitoring_EO,E,The EmploymentStatusMonitoring has occurred more than allowed,E
ILR1819,2,FD_UCASPERID_AL,E,The length of the value returned for UCASPERID is not between 1 and 10 characters,E
ILR1819,2,FD_TTACCOM_AL,E,The value returned for TTACCOM is not 1 character long,E
ILR1819,2,FD_UCASPERID_AR,E,The UCASPERID is out of range,E
ILR1819,2,FD_LearnerHE_EO,E,The LearnerHE has occurred more than allowed,E
ILR1819,2,FD_FINTYPE_MA,E,The FINTYPE has not been returned,E
ILR1819,2,FD_FINAMOUNT_MA,E,The FINAMOUNT has not been returned,E
ILR1819,2,FD_FINTYPE_AL,E,The value returned for FINTYPE is not 1 character long,E
ILR1819,2,FD_FINAMOUNT_AL,E,The length of the value returned for FINAMOUNT is not between 1 and 6 characters,E
ILR1819,2,FD_FINAMOUNT_AR,E,The FINAMOUNT is out of range,E
ILR1819,2,FD_LearnerHEFinancialSupport_EO,E,The LearnerHEFinancialSupport has occurred more than allowed,E
ILR1819,2,FD_LearnAimRef_MA,E,The LearnAimRef has not been returned,E
ILR1819,2,FD_AimType_MA,E,The AimType has not been returned,E
ILR1819,2,FD_AimSeqNumber_MA,E,The AimSeqNumber has not been returned,E
ILR1819,2,FD_LearnStartDate_MA,E,The LearnStartDate has not been returned,E
ILR1819,2,FD_LearnPlanEndDate_MA,E,The LearnPlanEndDate has not been returned,E
ILR1819,2,FD_FundModel_MA,E,The FundModel has not been returned,E
ILR1819,2,FD_DelLocPostCode_MA,E,The DelLocPostCode has not been returned,E
ILR1819,2,FD_CompStatus_MA,E,The CompStatus has not been returned,E
ILR1819,2,FD_LearnAimRef_AL,E,The length of the value returned for LearnAimRef is not between 1 and 8 characters,E
ILR1819,2,FD_AimType_AL,E,The value returned for AimType is not 1 character long,E
ILR1819,2,FD_AimSeqNumber_AL,E,The length of the value returned for AimSeqNumber is not between 1 and 2 characters,E
ILR1819,2,FD_FundModel_AL,E,The length of the value returned for FundModel is not between 1 and 2 characters,E
ILR1819,2,FD_ProgType_AL,E,The length of the value returned for ProgType is not between 1 and 2 characters,E
ILR1819,2,FD_FworkCode_AL,E,The length of the value returned for FworkCode is not between 1 and 3 characters,E
ILR1819,2,FD_PwayCode_AL,E,The length of the value returned for PwayCode is not between 1 and 3 characters,E
ILR1819,2,FD_StdCode_AL,E,The length of the value returned for StdCode is not between 1 and 5 characters,E
ILR1819,2,FD_PartnerUKPRN_AL,E,The length of the value returned for PartnerUKPRN is not between 1 and 8 characters,E
ILR1819,2,FD_DelLocPostCode_AL,E,The length of the value returned for DelLocPostCode is not between 1 and 8 characters,E
ILR1819,2,FD_AddHours_AL,E,The length of the value returned for AddHours is not between 1 and 4 characters,E
ILR1819,2,FD_PriorLearnFundAdj_AL,E,The length of the value returned for PriorLearnFundAdj is not between 1 and 2 characters,E
ILR1819,2,FD_OtherFundAdj_AL,E,The length of the value returned for OtherFundAdj is not between 1 and 3 characters,E
ILR1819,2,FD_ConRefNumber_AL,E,The length of the value returned for ConRefNumber is not between 1 and 20 characters,E
ILR1819,2,FD_EPAOrgID_AL,E,The length of the value returned for EPAOrgID is not between 1 and 7 characters,E
ILR1819,2,FD_EmpOutcome_AL,E,The value returned for EmpOutcome is not 1 character long,E
ILR1819,2,FD_CompStatus_AL,E,The value returned for CompStatus is not 1 character long,E
ILR1819,2,FD_WithdrawReason_AL,E,The length of the value returned for WithdrawReason is not between 1 and 2 characters,E
ILR1819,2,FD_Outcome_AL,E,The value returned for Outcome is not 1 character long,E
ILR1819,2,FD_OutGrade_AL,E,The length of the value returned for OutGrade is not between 1 and 6 characters,E
ILR1819,2,FD_SWSupAimId_AL,E,The length of the value returned for SWSupAimId is not between 1 and 36 characters,E
ILR1819,2,FD_AimSeqNumber_AR,E,The AimSeqNumber is out of range,E
ILR1819,2,FD_PartnerUKPRN_AR,E,The PartnerUKPRN is out of range,E
ILR1819,2,FD_AddHours_AR,E,The AddHours is out of range,E
ILR1819,2,FD_PriorLearnFundAdj_AR,E,The PriorLearnFundAdj is out of range,E
ILR1819,2,FD_OtherFundAdj_AR,E,The OtherFundAdj is out of range,E
ILR1819,2,FD_LearningDelivery_EO,E,The LearningDelivery has not met the minimum occurrence requirement,E
ILR1819,2,FD_LearnDelFAMType_MA,E,The LearnDelFAMType has not been returned,E
ILR1819,2,FD_LearnDelFAMCode_MA,E,The LearnDelFAMCode has not been returned,E
ILR1819,2,FD_LearnDelFAMType_AL,E,The length of the value returned for LearnDelFAMType is not between 1 and 3 characters,E
ILR1819,2,FD_LearnDelFAMCode_AL,E,The length of the value returned for LearnDelFAMCode is not between 1 and 5 characters,E
ILR1819,2,FD_WorkPlaceStartDate_MA,E,The WorkPlaceStartDate has not been returned,E
ILR1819,2,FD_WorkPlaceHours_MA,E,The WorkPlaceHours has not been returned,E
ILR1819,2,FD_WorkPlaceMode_MA,E,The WorkPlaceMode has not been returned,E
ILR1819,2,FD_WorkPlaceHours_AL,E,The length of the value returned for WorkPlaceHours is not between 1 and 4 characters,E
ILR1819,2,FD_WorkPlaceMode_AL,E,The value returned for WorkPlaceMode is not 1 character long,E
ILR1819,2,FD_WorkPlaceEmpId_AL,E,The length of the value returned for WorkPlaceEmpId is not between 1 and 9 characters,E
ILR1819,2,FD_WorkPlaceHours_AR,E,The WorkPlaceHours is out of range,E
ILR1819,2,FD_AFinType_MA,E,The AFinType has not been returned,E
ILR1819,2,FD_AFinCode_MA,E,The AFinCode has not been returned,E
ILR1819,2,FD_AFinDate_MA,E,The AFinDate has not been returned,E
ILR1819,2,FD_AFinAmount_MA,E,The AFinAmount has not been returned,E
ILR1819,2,FD_AFinType_AL,E,The length of the value returned for AFinType is not between 1 and 3 characters,E
ILR1819,2,FD_AFinCode_AL,E,The length of the value returned for AFinCode is not between 1 and 2 characters,E
ILR1819,2,FD_AFinAmount_AL,E,The length of the value returned for AFinAmount is not between 1 and 6 characters,E
ILR1819,2,FD_AFinAmount_AR,E,The AFinAmount is out of range,E
ILR1819,2,FD_ProvSpecDelMonOccur_MA,E,The ProvSpecDelMonOccur has not been returned,E
ILR1819,2,FD_ProvSpecDelMon_MA,E,The ProvSpecDelMon has not been returned,E
ILR1819,2,FD_ProvSpecDelMonOccur_AL,E,The value returned for ProvSpecDelMonOccur is not 1 character long,E
ILR1819,2,FD_ProvSpecDelMon_AL,E,The length of the value returned for ProvSpecDelMon is not between 1 and 20 characters,E
ILR1819,2,FD_ProviderSpecDeliveryMonitoring_EO,E,The ProviderSpecDeliveryMonitoring has occurred more than allowed,E
ILR1819,2,FD_TYPEYR_MA,E,The TYPEYR has not been returned,E
ILR1819,2,FD_MODESTUD_MA,E,The MODESTUD has not been returned,E
ILR1819,2,FD_FUNDLEV_MA,E,The FUNDLEV has not been returned,E
ILR1819,2,FD_FUNDCOMP_MA,E,The FUNDCOMP has not been returned,E
ILR1819,2,FD_YEARSTU_MA,E,The YEARSTU has not been returned,E
ILR1819,2,FD_MSTUFEE_MA,E,The MSTUFEE has not been returned,E
ILR1819,2,FD_SPECFEE_MA,E,The SPECFEE has not been returned,E
ILR1819,2,FD_NUMHUS_AL,E,The length of the value returned for NUMHUS is not between 1 and 20 characters,E
ILR1819,2,FD_SSN_AL,E,The length of the value returned for SSN is not between 1 and 13 characters,E
ILR1819,2,FD_QUALENT3_AL,E,The length of the value returned for QUALENT3 is not between 1 and 3 characters,E
ILR1819,2,FD_SOC2000_AL,E,The length of the value returned for SOC2000 is not between 1 and 4 characters,E
ILR1819,2,FD_SEC_AL,E,The value returned for SEC is not 1 character long,E
ILR1819,2,FD_UCASAPPID_AL,E,The length of the value returned for UCASAPPID is not between 1 and 9 characters,E
ILR1819,2,FD_TYPEYR_AL,E,The value returned for TYPEYR is not 1 character long,E
ILR1819,2,FD_MODESTUD_AL,E,The length of the value returned for MODESTUD is not between 1 and 2 characters,E
ILR1819,2,FD_FUNDLEV_AL,E,The length of the value returned for FUNDLEV is not between 1 and 2 characters,E
ILR1819,2,FD_FUNDCOMP_AL,E,The value returned for FUNDCOMP is not 1 character long,E
ILR1819,2,FD_STULOAD_AL,E,The length of the value returned for STULOAD is not between 1 and 4 characters,E
ILR1819,2,FD_YEARSTU_AL,E,The length of the value returned for YEARSTU is not between 1 and 2 characters,E
ILR1819,2,FD_MSTUFEE_AL,E,The length of the value returned for MSTUFEE is not between 1 and 2 characters,E
ILR1819,2,FD_PCOLAB_AL,E,The length of the value returned for PCOLAB is not between 1 and 4 characters,E
ILR1819,2,FD_PCFLDCS_AL,E,The length of the value returned for PCFLDCS is not between 1 and 4 characters,E
ILR1819,2,FD_PCSLDCS_AL,E,The length of the value returned for PCSLDCS is not between 1 and 4 characters,E
ILR1819,2,FD_PCTLDCS_AL,E,The length of the value returned for PCTLDCS is not between 1 and 4 characters,E
ILR1819,2,FD_SPECFEE_AL,E,The value returned for SPECFEE is not 1 character long,E
ILR1819,2,FD_NETFEE_AL,E,The length of the value returned for NETFEE is not between 1 and 6 characters,E
ILR1819,2,FD_GROSSFEE_AL,E,The length of the value returned for GROSSFEE is not between 1 and 6 characters,E
ILR1819,2,FD_DOMICILE_AL,E,The length of the value returned for DOMICILE is not between 1 and 2 characters,E
ILR1819,2,FD_ELQ_AL,E,The value returned for ELQ is not 1 character long,E
ILR1819,2,FD_HEPostCode_AL,E,The length of the value returned for HEPostCode is not between 1 and 8 characters,E
ILR1819,2,FD_STULOAD_AR,E,The STULOAD is out of range,E
ILR1819,2,FD_YEARSTU_AR,E,The YEARSTU is out of range,E
ILR1819,2,FD_PCOLAB_AR,E,The PCOLAB is out of range,E
ILR1819,2,FD_PCFLDCS_AR,E,The PCFLDCS is out of range,E
ILR1819,2,FD_PCSLDCS_AR,E,The PCSLDCS is out of range,E
ILR1819,2,FD_PCTLDCS_AR,E,The PCTLDCS is out of range,E
ILR1819,2,FD_NETFEE_AR,E,The NETFEE is out of range,E
ILR1819,2,FD_GROSSFEE_AR,E,The GROSSFEE is out of range,E
ILR1819,2,FD_LearningDeliveryHE_EO,E,The LearningDeliveryHE has occurred more than allowed,E
ILR1819,2,FD_DP_LearnRefNumber_MA,E,The LearnRefNumber has not been returned,E
ILR1819,2,FD_DP_ULN_MA,E,The ULN has not been returned,E
ILR1819,2,FD_DP_LearnRefNumber_AL,E,The length of the value returned for LearnRefNumber is not between 1 and 12 characters,E
ILR1819,2,FD_DP_ULN_AL,E,The length of the value returned for ULN is not between 1 and 10 characters,E
ILR1819,2,FD_DP_ULN_AR,E,The ULN is out of range,E
ILR1819,2,FD_DP_OutType_MA,E,The OutType has not been returned,E
ILR1819,2,FD_DP_OutCode_MA,E,The OutCode has not been returned,E
ILR1819,2,FD_DP_OutStartDate_MA,E,The OutStartDate has not been returned,E
ILR1819,2,FD_DP_OutCollDate_MA,E,The OutCollDate has not been returned,E
ILR1819,2,FD_DP_OutType_AL,E,The length of the value returned for OutType is not between 1 and 3 characters,E
ILR1819,2,FD_DP_OutCode_AL,E,The length of the value returned for OutCode is not between 1 and 3 characters,E
ILR1819,2,FD_DP_DPOutcome_EO,E,The DPOutcome has not met the minimum occurrence requirement,E
ILR1819,2,FD_CampId_AL,E,The value returned for CampId is greater than the permitted length,E
ILR1819,2,FD_OTJHours_AL,E,The value returned for OTJHours does not contain a value between 0 and 9999,E
ILR1819,2,FD_AgreeId_AL,E,The value returned for AgreeId is greater than the permitted length,E
ILR1819,2,DLOCK_01,W,No matching UKPRN record found,W
ILR1819,2,DLOCK_02,W,No matching ULN found,W
ILR1819,2,DLOCK_03,W,No matching standard code found,W
ILR1819,2,DLOCK_04,W,No matching framework code found,W
ILR1819,2,DLOCK_05,W,No matching programme type code found,W
ILR1819,2,DLOCK_06,W,No matching pathway code found,W
ILR1819,2,DLOCK_07,W,No matching negotiated cost of training and assessment found,W
ILR1819,2,DLOCK_08,W,Multiple matching records found,W
ILR1819,2,DLOCK_09,W,The learning delivery start month is before the agreed start month,W
ILR1819,2,DLOCK_10,W,The employer has stopped payments for this apprentice,W
ILR1819,2,DLOCK_11,W,The employer is not currently a levy payer,W
